Program,county,lead_agency,partner_name,location_name,street_address,city,zip_code
PA Pre-K Counts,Dauphin,BRIGHT FUTURES LEARNING CENTER INC,CHRIST CORNERSTONE PRODUCTIONS ACADEMY LLC,CHRIST CORNERSTONE PRODUCTIONS ACADEMY LLC,747 N FRONT ST,STEELTON,17113
PA Pre-K Counts,Dauphin,CHRIST CORNERSTONE PRODUCTIONS ACADEMY LLC,,CHRIST CORNERSTONE PRODUCTIONS ACADEMY LLC,747 N FRONT ST,STEELTON,17113
PA Pre-K Counts,Franklin,CHAMBERSBURG AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,FIRST START PARTNERSHIPS ELC,871 STANLEY AVE,CHAMBERSBURG,17201
PA Pre-K Counts,Franklin,PATHSTONE CORPORATION,,FRANKLIN COUNTY CHILD & FAMILY DEVELOPMENT CENTER,301 LORTZ AVE,CHAMBERSBURG,17201
PA Pre-K Counts,Franklin,CHAMBERSBURG AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,LINCOLN WAY EARLY LEARNING CENTER,2071 LINCOLN WAY E,CHAMBERSBURG,17202
PA Pre-K Counts,Franklin,GREENCASTLE-ANTRIM SCH DIST,FRANKLIN COUNTY HEAD START,FRANKLIN CO HEAD START - EVANGELICAL,130 N WASHINGTON ST,GREENCASTLE,17225
PA Pre-K Counts,Franklin,TUSCARORA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,MERCERSBURG ELEMENTARY,30 S PARK AVE,MERCERSBURG,17236
PA Pre-K Counts,Cumberland,SHIPPENSBURG UNIVERSITY HEAD START,,NEWVILLE ELEMENTARY SCHOOL,100 STEELSTOWN RD,NEWVILLE,17241
PA Pre-K Counts,Franklin,TUSCARORA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,TUSCARORA SCHOOL DISTRICT,70 SCHOOL HOUSE RD,SAINT THOMAS,17252
PA Pre-K Counts,Huntingdon,HCCADC,,SHADE GAP,11718 NEELYTON RD,SHADE GAP,17255
PA Pre-K Counts,Cumberland,SHIPPENSBURG UNIVERSITY HEAD START,,NANCY GRAYSON ELEMENTARY SCHOOL,301 LURGAN AVE,SHIPPENSBURG,17257
PA Pre-K Counts,Fulton,SOUTHERN FULTON SCHOOL DISTRICT,FULTON COUNTY FAMILY PARTNERSHIP INC,FULTON COUNTY FAMILY PARTNERSHIP SF CHILD CARE,SOUTHERN FULTON ELEMENTAR,WARFORDSBURG,17267
PA Pre-K Counts,Franklin,WAYNESBORO AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,FAITH UNITED METHODIST,104 N POTOMAC ST,WAYNESBORO,17268
PA Pre-K Counts,Franklin,WAYNESBORO AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,MOWERY ELEMENTARY,7891 TOMSTOWN RD,WAYNESBORO,17268
PA Pre-K Counts,Franklin,WAYNESBORO AREA SCHOOL DISTRICT,WAYNESBORO DAY CARE CTR INC,WAYNESBORO EARLY LEARNING CENTER,1801 E MAIN ST,WAYNESBORO,17268
PA Pre-K Counts,Franklin,WAYNESBORO AREA SCHOOL DISTRICT,FRANKLIN COUNTY HEAD START,WAYNESBORO HIGH SCHOOL DISTRICT,550 E 2ND ST,WAYNESBORO,17268
PA Pre-K Counts,Franklin,FRANKLIN COUNTY HEAD START,,FANNETT-METAL ELEMENTARY,14823 PATH VALLEY RD,WILLOW HILL,17271
PA Pre-K Counts,Adams,PATHSTONE CORPORATION,,PATHSTONE CHILD & FAMILY DEVELOPMENT CENTER,2150 CARLISLE RD,ASPERS,17304
PA Pre-K Counts,Adams,UPPER ADAMS SCHOOL DISTRICT,"ACCESS, INC",ADAMS COUNTY HEAD START BIGLERVILLE,3270 BIGLERVILLE RD,BIGLERVILLE,17307
PA Pre-K Counts,York,YWCA YORK,,YWCA YORK LEARNING CENTER AT CANADOCHLY ELEM,100 ABELS RD,E PROSPECT,17317
PA Pre-K Counts,York,COMMUNITY PROGRESS COUNCIL INC,,FAWN GROVE ELEMENTARY,504 MAIN ST,FAWN GROVE,17321
PA Pre-K Counts,Adams,YWCA GETTYSBURG AND ADAMS COUNTY,,YWCA CHILD CHILD CARE AT ADAMS COMMERCE CENTER,50 EXPEDITION TRL,GETTYSBURG,17325
PA Pre-K Counts,Adams,CLARK AGAPAKIS,,LITTLE LIFE ENRICHMENT CENTER,125 DOGWOOD CT,NEW OXFORD,17350
PA Pre-K Counts,York,CRISPUS ATTUCKS ASSOCIATION INC,,CRISPUS ATTUCKS EARLY LEARNING CENTER,50 E BOUNDARY AVE,YORK,17401
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,JACKSON ELEMENTARY,177 E JACKSON ST,YORK,17401
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,MCKINLEY ELEMENTARY,600 MANOR ST,YORK,17401
PA Pre-K Counts,York,YWCA YORK,,YWCA YORK LINCOLN CHARTER SAC,559 W KING ST,YORK,17401
PA Pre-K Counts,York,KUEHG CORP,,KINDERCARE LEARNING CENTER 301025,120 S NORTHERN WAY,YORK,17402
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,DAVIS ELEMENTARY,300 S OGONTZ ST,YORK,17403
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,GOODE ELEMENTARY,251 S BROAD ST,YORK,17403
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,HANNAH PENN SCHOOL,415 E BOUNDARY AVE,YORK,17403
PA Pre-K Counts,York,YORK JEWISH COMMUNITY CENTER,,JCC SCHOOL FOR THE EARLY YEARS,2000 HOLLYWOOD DR,YORK,17403
PA Pre-K Counts,York,COMMUNITY PROGRESS COUNCIL INC,,NOELL CENTER,226 E COLLEGE AVENUE,YORK,17403
PA Pre-K Counts,York,YORK DAY NURSERY INC,,YORK DAY NURSERY,450 E PHILADELPHIA ST,YORK,17403
PA Pre-K Counts,York,YWCA YORK,,YWCA OF YORK DAY CARE CENTER,320 E MARKET ST,YORK,17403
PA Pre-K Counts,York,YWCA YORK,,YWCA YORK LEARNING CENTER AT VALLEY VIEW ELEM,850 SOUTHERN RD,YORK,17403
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,DEVERS ELEMENTARY,801 CHANCEFORD AVE,YORK,17404
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,EDGAR FAHS SMITH STEAM ACADEMY,701 TEXAS AVE,YORK,17404
PA Pre-K Counts,York,SCHOOL DISTRICT OF CITY OF YORK,,FERGUSON ELEMENTARY,525 N NEWBERRY ST,YORK,17404
PA Pre-K Counts,York,THE EARLY LEARNING CENTER INC,,WEBSTER EARLY LEARNING CENTER,101 WEBSTER AVE,YORK,17404
PA Pre-K Counts,Lancaster,LANCASTER-LEBANON INTERMEDIATE UNIT 13,DIAMOND STREET EARLY CHILDHOOD CENTER,DIAMOND STREET EARLY CHILDHOOD CENTER,1311 DIAMOND ST STE A,AKRON,17501
PA Pre-K Counts,Lancaster,CONESTOGA VALLEY SCHOOL DISTRICT,STEPS TO SUCCESS INC,BROWNSTOWN ELEMENTARY,51 SCHOOL LN,BROWNSTOWN,17508
PA Pre-K Counts,Lancaster,SUNRISE USA LLC,,LITTLE PEOPLE DAY CARE SCHOOL OF COLUMBIA,780 CHICKIES HILL RD,COLUMBIA,17512
PA Pre-K Counts,Lancaster,LANCASTER-LEBANON INTERMEDIATE UNIT 13,CAP OF LANCASTER COUNTY,DENVER ELEMENTARY,700 S 4TH ST,DENVER,17517
PA Pre-K Counts,Lancaster,LANCASTER-LEBANON INTERMEDIATE UNIT 13,CAP OF LANCASTER COUNTY,MARTIC THRIVE TO FIVE,266 MARTIC HEIGHTS DR,HOLTWOOD,17532
PA Pre-K Counts,Lancaster,LANCASTER-LEBANON INTERMEDIATE UNIT 13,CAP OF LANCASTER COUNTY,PEQUEA VALLEY EARLY LEARNING CENTER,166 S NEW HOLLAND RD,KINZERS,17535
PA Pre-K Counts,Lycoming,EAST LYCOMING SCHOOL DISTRICT,,RENN CENTER,183 SCHOOL LN,LAIRDSVILLE,17538
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,,LANDISVILLE INTERMEDIATE CENTER,330 MUMMA DR,LANDISVILLE,17538
PA Pre-K Counts,Lancaster,CONESTOGA VALLEY SCHOOL DISTRICT,STEPS TO SUCCESS INC,LEOLA ELEMENTARY,11 SCHOOL DR,LEOLA,17540
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,WARWICK SCHOOL DISTRICT,KISSEL HILL ELEMENTARY SCHOOL,215 LANDIS VALLEY RD,LITITZ,17543
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,,OWL HILL LEARNING ACADEMY,506 OWL HILL RD,LITITZ,17543
PA Pre-K Counts,Lancaster,LANCASTER-LEBANON INTERMEDIATE UNIT 13,CAP OF LANCASTER COUNTY,DONEGAL PRIMARY SCHOOL,1055 KOSER RD,MOUNT JOY,17552
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,KRAYBILL MENNONITE SCHOOL,KRAYBILL MENNONITE SCHOOL,598 KRAYBILL CHURCH RD,MOUNT JOY,17552
PA Pre-K Counts,Lancaster,LANCASTER-LEBANON INTERMEDIATE UNIT 13,NEW HOLLAND MENNONITE CHURCH,NEW HOLLAND EARLY LEARNING CENTER,18 WESTERN AVE,NEW HOLLAND,17557
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,,BRECHT ELEMENTARY SCHOOL,1250 LITITZ PIKE,LANCASTER,17601
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,,BUCHER ELEMENTARY SCHOOL,450 CANDLEWYCK RD,LANCASTER,17601
PA Pre-K Counts,Lancaster,CONESTOGA VALLEY SCHOOL DISTRICT,STEPS TO SUCCESS INC,FRITZ ELEMENTARY,845 HORNIG RD,LANCASTER,17601
PA Pre-K Counts,Lancaster,KUEHG CORP,,KINDERCARE LEARNING CENTERS,1849 CHARTER LN,LANCASTER,17601
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,BURROWES ELEMENTARY SCHOOL,1001 E ORANGE ST,LANCASTER,17602
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,KING ELEMENTARY,466 ROCKLAND ST,LANCASTER,17602
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,,LAMPETER ELEMENTARY SCHOOL,1600 BOOK RD,LANCASTER,17602
PA Pre-K Counts,Lancaster,CONESTOGA VALLEY SCHOOL DISTRICT,LANCASTER MENNONITE SCHOOL,LANCASTER MENNONITE SCHOOL LOCUST GROVE CAMPUS,2176 LINCOLN HWY E,LANCASTER,17602
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,YWCA LANCASTER,LANCASTER YWCA CHILD ENRICHMENT CENTER,110 N LIME ST,LANCASTER,17602
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,,SMOKETOWN ELEMENTARY SCHOOL,2426 OLD PHILADELPHIA PIKE,LANCASTER,17602
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,WASHINGTON ELEMENTARY,545 S ANN ST,LANCASTER,17602
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,CARTER & MACRAE ELEMENTARY,251 S PRINCE ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,ELIZABETH MARTIN ELEMENTARY SCHOOL,2000 WABANK ROAD,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,FULTON ELEMENTARY,225 W ORANGE ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,HAMILTON ELEMENTARY,1300 WABANK RD,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,LANCASTER RECREATION COMMISSION,HAMILTON ELEMENTARY SCHOOL AFTER SCHOOL,1300 WABANK RD,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,LAFAYETTE ELEMENTARY SCHOOL,1000 FREMONT ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,LANCASTER EARLY EDUCATION CENTER,,LANCASTER EARLY EDUCATION CENTER,150 S QUEEN ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,LANCASTER FAMILY YMCA,LANCASTER FAMILY YMCA,265 HARRISBURG AVE,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,LANCASTER FAMILY YMCA,LANCASTER FAMILY YMCA CHILD CARE CENTER,252 HARRISBURG AVE,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,LANCASTER RECREATION COMMISSION,LANCASTER RECREATION COMMISSION,525 FAIRVIEW AVE,LANCASTER,17603
PA Pre-K Counts,Lancaster,FIRST LEARNING LLC,CHILD CARE SERVICES INC,OWL HILL LEARNING CENTER,313 W LIBERTY ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,CHILD CARE SERVICES INC,OWL HILL LEARNING CENTER,313 W LIBERTY ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,PRICE ELEMENTARY,615 FAIRVIEW AVE,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,ROSS ELEMENTARY SCHOOL,840 N QUEEN ST,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,SMITH-WADE ELEMENTARY,910 HAMILTON PARK DR,LANCASTER,17603
PA Pre-K Counts,Lancaster,SCHOOL DISTRICT OF LANCASTER,,WICKERSHAM AT FULL CIRCLE,1077 LEHIGH AVE,LANCASTER,17603
PA Pre-K Counts,Lycoming,BLESSED BEGINNINGS PRESCHOOL & CHILDCARE,,BLESSED BEGINNINGS PRESCHOOL AND CHILDCARE,220 RUSSELL AVE,WILLIAMSPORT,17701
PA Pre-K Counts,Lycoming,LOYALSOCK TOWNSHIP SCHOOL DISTRICT,,DONALD E SCHICK ELEMENTARY SCHOOL,2805 FOUR MILE DR,WILLIAMSPORT,17701
PA Pre-K Counts,Lycoming,RIVER VALLEY REGIONAL YMCA,,LOYALSOCK CHILD CARE CENTER,1601 RANDALL CIR,WILLIAMSPORT,17701
PA Pre-K Counts,Lycoming,LYCOMING-CLINTON COUNTIES COMMISSION FOR COMMUNITY,,ROUND HILLS SCHOOL,136 GRIMESVILLE RD,WILLIAMSPORT,17701
PA Pre-K Counts,Lycoming,BLESSED BEGINNINGS PRESCHOOL & CHILDCARE,,BLESSED BEGINNINGS PRESCHOOL CHILDCARE LLC,822 W CENTRAL AVE,WILLIAMSPORT,17702
PA Pre-K Counts,Clinton,JERSEY SHORE AREA SCHOOL DISTRICT,AVIS UNITED METHODIST CHURCH,ALL THINGS BRIGHT AND BEAUTIFUL DAYCARE,215 PROSPECT AVE STE 1,AVIS,17721
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,CANTON,125 SULLIVAN ST,CANTON,17724
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,CANTON 2 CANTON ELEMENTARY,5454 EAST MAIN STREET,CANTON,17724
PA Pre-K Counts,Lycoming,EAST LYCOMING SCHOOL DISTRICT,,ASHKAR CENTER,350 S BROAD ST,HUGHESVILLE,17737
PA Pre-K Counts,Lycoming,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,CN BILBAY LLC,YOUR GUARDIAN ANGEL PRESCHOOL AND CHILDCARE,701 ALLEGHENY ST,JERSEY SHORE,17740
PA Pre-K Counts,Lycoming,JERSEY SHORE AREA SCHOOL DISTRICT,CN BILBAY LLC,YOUR GUARDIAN ANGEL PRESCHOOL AND CHILDCARE,701 ALLEGHENY ST,JERSEY SHORE,17740
PA Pre-K Counts,Clinton,LYCOMING-CLINTON COUNTIES COMMISSION FOR COMMUNITY,,CLINTON COUNTY COMMUNITY CENTER,124 E WALNUT ST,LOCK HAVEN,17745
PA Pre-K Counts,Clinton,RIVER VALLEY REGIONAL YMCA,,LOCK HAVEN AREA YMCA CHILDCARE SERVICE II,165 SUSQUEHANNA AVE,LOCK HAVEN,17745
PA Pre-K Counts,Clinton,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,CN BILBAY LLC,YOUR GUARDIAN ANGEL PRESCHOOL AND CHILDCARE II,225 E CHURCH ST,LOCK HAVEN,17745
PA Pre-K Counts,Lycoming,MONTGOMERY AREA SCHOOL,,MONTGOMERY ELEMENTARY,120 PENN ST,MONTGOMERY,17752
PA Pre-K Counts,Lycoming,LYCOMING-CLINTON COUNTIES COMMISSION FOR COMMUNITY,,MYERS ELEMENTARY SCHOOL,125 NEW ST,MUNCY,17756
PA Pre-K Counts,Clinton,LYCOMING-CLINTON COUNTIES COMMISSION FOR COMMUNITY,,BUCKTAIL HIGH SCHOOL,1300 BUCKTAIL AVE,RENOVO,17764
PA Pre-K Counts,Northumberland,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,WATSONTOWN ELEMENTARY,1100 MAIN ST,WATSONTOWN,17777
PA Pre-K Counts,Northumberland,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,BECK ELEMENTARY,600 ARCH ST,SUNBURY,17801
PA Pre-K Counts,Snyder,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING-WEST SNYDER ELEMENTARY,645 SNYDER AVE,BEAVER SPRINGS,17812
PA Pre-K Counts,Columbia,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,BLOOMSBURG MEMORIAL ELEMENTARY SCHOOL,500 MARKET ST,BLOOMSBURG,17815
PA Pre-K Counts,Columbia,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,CENTRAL COLUMBIA HIGH SCHOOL PREK COUNTS,4777 OLD BERWICK RD,BLOOMSBURG,17815
PA Pre-K Counts,Columbia,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,GC HARTMAN ELEMENTARY SCHOOL,802 SOUTHERN DR,CATAWISSA,17820
PA Pre-K Counts,Montour,BUSY LITTLE BEAVERS INC,,BUSY LITTLE BEAVERS,23 WESNER LN,DANVILLE,17821
PA Pre-K Counts,Montour,DANVILLE AREA SCHOOL DISTRICT,,DANVILLE PRIMARY CENTER,931 IRONMEN LN,DANVILLE,17821
PA Pre-K Counts,Union,LEWISBURG AREA SCHOOL DISTRICT,,KELLY ELEMENTARY,325 HOSPITAL DR,LEWISBURG,17837
PA Pre-K Counts,Snyder,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING MIDD WEST HIGH SCHOOL,540 E MAIN ST,MIDDLEBURG,17842
PA Pre-K Counts,Snyder,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING MIDDLEBURG ELEMENTARY SCHOOL,600 WAGENSELLER ST,MIDDLEBURG,17842
PA Pre-K Counts,Union,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING MIFFLINBURG,105 QUAIL LN,MIFFLINBURG,17844
PA Pre-K Counts,Union,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING MIFFLINBURG ELEMENTARY,115 E SHIPTON AVE,MIFFLINBURG,17844
PA Pre-K Counts,Columbia,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,MILLVILLE ELEMENTARY PRE K COUNTS,370 E BATTIN LN,MILLVILLE,17846
PA Pre-K Counts,Northumberland,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,MILTON AREA HIGH SCHOOL,700 MAHONING ST,MILTON,17847
PA Pre-K Counts,Northumberland,SUSQUEHANNA VALLEY YMCA,,MILTON YMCA DAY CARE,32 BROADWAY ST,MILTON,17847
PA Pre-K Counts,Northumberland,MMJJ INC,,MMJJ,233 E 4TH ST,MOUNT CARMEL,17851
PA Pre-K Counts,Northumberland,MOUNT CARMEL AREA SCHOOL DISTRICT,,MOUNT CARMEL AREA ELEMENTARY,630 W 5TH ST,MOUNT CARMEL,17851
PA Pre-K Counts,Northumberland,MOUNT CARMEL AREA SCHOOL DISTRICT,SHAMOKIN AREA SCHOOL DIST,SHAMOKIN AREA SD PKC AT NORTHUMB CTY CTC,1700 W MONTGOMERY ST,COAL TOWNSHIP,17866
PA Pre-K Counts,Snyder,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT CSD-SELINSGROVE ELEMENTARY,600 N BROAD ST,SELINSGROVE,17870
PA Pre-K Counts,Snyder,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING-SUSQUEHANNA,590 UNIVERSITY AVE,SELINSGROVE,17870
PA Pre-K Counts,Northumberland,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,LINE MOUNTAIN ELEMENTARY SCHOOL,500 W SHAMOKIN ST,TREVORTON,17881
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT INC-POTTSVILLE 2 CENTER,1515 MOUNT HOPE AVE,POTTSVILLE,17901
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT INC-POTTSVILLE CENTER,701 MOUNT HOPE AVE,POTTSVILLE,17901
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,THE PERCEPTION TRAINING CENTER INC,THE PERCEPTION TRAINING CENTER,1265 B LAUREL BLVD,POTTSVILLE,17901
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT-FOUNTAIN SPRINGS CENTER,200 CATHERINE ST,ASHLAND,17921
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT INC/MAHANOY CITY,80 N MAIN ST STE 2,MAHANOY CITY,17948
PA Pre-K Counts,Schuylkill,SCHUYLKILL IU 29,PINE GROVE AREA SCHOOL DISTRICT,PINE GROVE AREA SCHOOL DISTRICT,107 SCHOOL ST,PINE GROVE,17963
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT INC-SAINT CLAIR CENTER,227 S MILL ST,SAINT CLAIR,17970
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,EAST PENN ALBURTIS ELEM,222 W 3RD ST,ALBURTIS,18011
PA Pre-K Counts,Northampton,COMMUNITY SERVICES FOR CHILDREN INC,,WASHINGTON ELEMENTARY SCHOOL,381 WASHINGTON BLVD,BANGOR,18013
PA Pre-K Counts,Northampton,COMMUNITY SERVICES FOR CHILDREN INC,,MOORE ELEMENTARY,2835 MOUNTAIN VIEW DR,BATH,18014
PA Pre-K Counts,Northampton,BETHLEHEM AREA SCHOOL DISTRICT,,DONEGAN ELEMENTARY SCHOOL CHILD CARE,1210 E 4TH ST,BETHLEHEM,18015
PA Pre-K Counts,Northampton,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTER AT CAMPUS,410 E 5TH ST,BETHLEHEM,18015
PA Pre-K Counts,Lehigh,BETHLEHEM AREA SCHOOL DISTRICT,,FOUNTAIN HILL ELEMENTARY SCHOOL CHILD CARE,1330 CHURCH ST,FOUNTAIN HILL,18015
PA Pre-K Counts,Northampton,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS/MONOCACY MANOR,395 BRIDLE PATH RD,BETHLEHEM,18017
PA Pre-K Counts,Northampton,BETHLEHEM AREA SCHOOL DISTRICT,,MARVINE ELEMENTARY SCHOOL CHILD CARE,1425 LIVINGSTON ST,BETHLEHEM,18017
PA Pre-K Counts,Northampton,GREATER VALLEY YOUNG MENS CHRISTIAN ASSOCIATION,,BETHLEHEM YMCA CHILDCARE,430 E BROAD ST,BETHLEHEM,18018
PA Pre-K Counts,Lehigh,BETHLEHEM AREA SCHOOL DISTRICT,,CALYPSO ELEMENTARY SCHOOL CHILD CARE,1021 CALYPSO AVE,BETHLEHEM,18018
PA Pre-K Counts,Northampton,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS FOWLER,938 MAIN ST,BETHLEHEM,18018
PA Pre-K Counts,Northampton,GREATER VALLEY YOUNG MENS CHRISTIAN ASSOCIATION,,FORKS YMCA EDUCATION CENTER,1350 SULLIVAN TRL,EASTON,18040
PA Pre-K Counts,Northampton,COMMUNITY SERVICES FOR CHILDREN INC,,EASTON CENTER,673 NORTHAMPTON ST,EASTON,18042
PA Pre-K Counts,Northampton,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CC AT SPRING GARDEN EARLY LRNG CTR,401 W BERWICK ST STE 103,EASTON,18042
PA Pre-K Counts,Northampton,WILSON AREA SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTERS INC,LEHIGH VALLEY CHILDRENS CENTERS AT AVONA ELEM,2317 FRONT ST,EASTON,18042
PA Pre-K Counts,Northampton,WILSON AREA SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTERS INC,LEHIGH VALLEY CHILDRENS CENTERS AT WILSON,301 S 21ST ST,EASTON,18042
PA Pre-K Counts,Northampton,THIRD STREET ALLIANCE FOR WOMEN,,THIRD STREET ALLIANCE FOR WOMEN CHILDREN,41 N 3RD ST,EASTON,18042
PA Pre-K Counts,Northampton,EASTON SCHOOL DISTRICT PAYROLL DEPARTM,,Lehigh Valley Children's Center at March School,429 Reeder St,Easton,18042
PA Pre-K Counts,Northampton,LEHIGH VALLEY CHILDRENS CENTERS INC,CREATIVE LEARNING CENTER OF THE LEHIGH VALLEY INC,CREATIVE LEARNING CENTER OF THE LEHIGH VALLEY INC,3421 NIGHTINGALE DR,EASTON,18045
PA Pre-K Counts,Northampton,EASTON SCHOOL DISTRICT PAYROLL DEPARTM,LEHIGH VALLEY CHILDRENS CENTERS INC,Lehigh Valley Children's Center at Easton Middle SD,3050 Greenpond Road,Easton,18045
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS ON FAIRMONT,1313 FAIRMONT ST # 1335,WHITEHALL,18052
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,WHITEHALL COPLAY-STECKEL ELEMENTARY,2928 MACARTHUR ROAD,WHITEHALL,18052
PA Pre-K Counts,Montgomery,MONTGOMERY CNTY PRINCIPALS & INTERMEDIATE UNIT 23,MAGIC MEMORIES GREEN LANE LLC,MAGIC MEMORIES GREEN LANE,3000 MAIN ST,GREEN LANE,18054
PA Pre-K Counts,Northampton,COMMUNITY SERVICES FOR CHILDREN INC,,PLAINFIELD ELEMENTARY,539 SCHOOL RD,NAZARETH,18064
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS ON PARK AVE,3880 PARK AVE,NEFFS,18065
PA Pre-K Counts,Northampton,COMMUNITY SERVICES FOR CHILDREN INC,,FRANKLIN BUILDING,855 LINCOLN AVE,NORTHAMPTON,18067
